symbol,source_symbol,security,index,sector,industry,subindustry,snapshot_date
LSCC,LSCC,Lattice Semiconductor,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
LSTR,LSTR,Landstar System,S&P MidCap 400,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
LTC,LTC,"LTC Properties, Inc.",S&P SmallCap 600,Real Estate,Health Care REITs,Health Care REITs,2026-07-15
LTH,LTH,"Life Time Group Holdings, Inc.",S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities,2026-07-15
LULU,LULU,Lululemon Athletica,S&P 500,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
LUMN,LUMN,Lumen Technologies,S&P SmallCap 600,Communication Services,Diversified Telecommunication Services,Alternative Carriers,2026-07-15
LUV,LUV,Southwest Airlines,S&P 500,Industrials,Passenger Airlines,Passenger Airlines,2026-07-15
LVS,LVS,Las Vegas Sands,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,2026-07-15
LW,LW,Lamb Weston,S&P SmallCap 600,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
LXP,LXP,Lexington Realty Trust,S&P SmallCap 600,Real Estate,Diversified REITs,Diversified REITs,2026-07-15
LYB,LYB,LyondellBasell,S&P 500,Materials,Chemicals,Specialty Chemicals,2026-07-15
LYFT,LYFT,"Lyft, Inc.",S&P SmallCap 600,Industrials,Ground Transportation,Passenger Ground Transportation,2026-07-15
LYV,LYV,Live Nation Entertainment,S&P 500,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
LZ,LZ,"LegalZoom.com, Inc.",S&P SmallCap 600,Industrials,Professional Services,Research & Consulting Services,2026-07-15
LZB,LZB,"La-Z-Boy, Inc.",S&P SmallCap 600,Consumer Discretionary,Household Durables,Home Furnishings,2026-07-15
M,M,Macy's,S&P MidCap 400,Consumer Discretionary,Broadline Retail,Broadline Retail,2026-07-15
MA,MA,Mastercard,S&P 500,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
MAA,MAA,Mid-America Apartment Communities,S&P 500,Real Estate,Residential REITs,Multi-Family Residential REITs,2026-07-15
MAC,MAC,Macerich,S&P SmallCap 600,Real Estate,Retail REITs,Retail REITs,2026-07-15
MAN,MAN,ManpowerGroup,S&P SmallCap 600,Industrials,Professional Services,Human Resource & Employment Services,2026-07-15
MANH,MANH,Manhattan Associates,S&P MidCap 400,Information Technology,Software,Application Software,2026-07-15
MAR,MAR,Marriott International,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
MARA,MARA,"MARA Holdings, Inc.",S&P SmallCap 600,Information Technology,IT Services,Internet Services & Infrastructure,2026-07-15
MAS,MAS,Masco,S&P 500,Industrials,Building Products,Building Products,2026-07-15
MAT,MAT,Mattel,S&P MidCap 400,Consumer Discretionary,Leisure Products,Leisure Products,2026-07-15
MATW,MATW,Matthews International Corporation,S&P SmallCap 600,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services,2026-07-15
MATX,MATX,"Matson, Inc.",S&P SmallCap 600,Industrials,Marine Transportation,Marine Transportation,2026-07-15
MBC,MBC,"MasterBrand, Inc.",S&P SmallCap 600,Industrials,Building Products,Building Products,2026-07-15
MBGL,MBGL,"Mobility Global, Inc.",S&P SmallCap 600,Industrials,Professional Services,Data Processing & Outsourced Services,2026-07-15
MBIN,MBIN,Merchants Bancorp,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
MC,MC,Moelis & Company,S&P SmallCap 600,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
MCD,MCD,McDonald's,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
MCHP,MCHP,Microchip Technology,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
MCK,MCK,McKesson Corporation,S&P 500,Health Care,Health Care Providers & Services,Health Care Distributors,2026-07-15
MCO,MCO,Moody's Corporation,S&P 500,Financials,Capital Markets,Financial Exchanges & Data,2026-07-15
MCRI,MCRI,"Monarch Casino & Resort, Inc.",S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,2026-07-15
MCY,MCY,Mercury General,S&P SmallCap 600,Financials,Insurance,Property & Casualty Insurance,2026-07-15
MD,MD,Pediatrix Medical Group,S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
MDLZ,MDLZ,Mondelez International,S&P 500,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
MDT,MDT,Medtronic,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
MDU,MDU,"MDU Resources Group, Inc.",S&P SmallCap 600,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
MEDP,MEDP,Medpace,S&P MidCap 400,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,2026-07-15
MET,MET,MetLife,S&P 500,Financials,Insurance,Life & Health Insurance,2026-07-15
META,META,Meta Platforms,S&P 500,Communication Services,Interactive Media & Services,Interactive Media & Services,2026-07-15
MFP,MFP,"Midera Food Processing, Inc.",S&P SmallCap 600,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
MGEE,MGEE,"MGE Energy, Inc.",S&P SmallCap 600,Utilities,Electric Utilities,Electric Utilities,2026-07-15
MGM,MGM,MGM Resorts,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,2026-07-15
MGY,MGY,"Magnolia Oil & Gas, Corp.",S&P SmallCap 600,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
MHK,MHK,Mohawk Industries,S&P SmallCap 600,Consumer Discretionary,Household Durables,Home Furnishings,2026-07-15
MHO,MHO,"M/I Homes, Inc.",S&P SmallCap 600,Consumer Discretionary,Household Durables,Homebuilding,2026-07-15
MIDD,MIDD,Middleby,S&P MidCap 400,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
MIR,MIR,"Mirion Technologies, Inc.",S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
MKC,MKC,McCormick & Company,S&P 500,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
MKSI,MKSI,MKS Instruments,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
MKTX,MKTX,MarketAxess,S&P SmallCap 600,Financials,Capital Markets,Financial Exchanges & Data,2026-07-15
MLI,MLI,Mueller Industries,S&P MidCap 400,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
MLKN,MLKN,"MillerKnoll, Inc.",S&P SmallCap 600,Industrials,Commercial Services & Supplies,Office Services & Supplies,2026-07-15
MLM,MLM,Martin Marietta Materials,S&P 500,Materials,Construction Materials,Construction Materials,2026-07-15
MMI,MMI,"Marcus & Millichap, Inc.",S&P SmallCap 600,Real Estate,Real Estate Management & Development,Real Estate Services,2026-07-15
MMM,MMM,3M,S&P 500,Industrials,Industrial Conglomerates,Industrial Conglomerates,2026-07-15
MMS,MMS,Maximus Inc.,S&P MidCap 400,Industrials,Professional Services,Data Processing & Outsourced Services,2026-07-15
MMSI,MMSI,"Merit Medical Systems, Inc.",S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2026-07-15
MNST,MNST,Monster Beverage,S&P 500,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages,2026-07-15
MO,MO,Altria,S&P 500,Consumer Staples,Tobacco,Tobacco,2026-07-15
MOG-A,MOG.A,Moog Inc.,S&P MidCap 400,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
MOH,MOH,Molina Healthcare,S&P SmallCap 600,Health Care,Health Care Providers & Services,Managed Health Care,2026-07-15
MORN,MORN,"Morningstar, Inc.",S&P MidCap 400,Financials,Capital Markets,Financial Exchanges & Data,2026-07-15
MOS,MOS,Mosaic Company (The),S&P 500,Materials,Chemicals,Fertilizers & Agricultural Chemicals,2026-07-15
MP,MP,MP Materials,S&P MidCap 400,Materials,Metals & Mining,Diversified Metals & Mining,2026-07-15
MPC,MPC,Marathon Petroleum,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2026-07-15
MPT,MPT,Medical Properties Trust,S&P SmallCap 600,Real Estate,Health Care REITs,Health Care REITs,2026-07-15
MPWR,MPWR,Monolithic Power Systems,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
MRCY,MRCY,Mercury Systems,S&P SmallCap 600,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
MRK,MRK,Merck & Co.,S&P 500,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
MRNA,MRNA,Moderna,S&P 500,Health Care,Biotechnology,Biotechnology,2026-07-15
MRP,MRP,"Millrose Properties, Inc.",S&P SmallCap 600,Real Estate,Residential REITs,Single-Family Residential REITs,2026-07-15
MRSH,MRSH,Marsh McLennan,S&P 500,Financials,Insurance,Insurance Brokers,2026-07-15
MRTN,MRTN,"Marten Transport, Ltd.",S&P SmallCap 600,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
MRVL,MRVL,Marvell Technology,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
MS,MS,Morgan Stanley,S&P 500,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
MSA,MSA,MSA Safety,S&P MidCap 400,Industrials,Commercial Services & Supplies,Office Services & Supplies,2026-07-15
MSCI,MSCI,MSCI Inc.,S&P 500,Financials,Capital Markets,Financial Exchanges & Data,2026-07-15
MSEX,MSEX,Middlesex Water Company,S&P SmallCap 600,Utilities,Water Utilities,Water Utilities,2026-07-15
MSFT,MSFT,Microsoft,S&P 500,Information Technology,Software,Systems Software,2026-07-15
MSGS,MSGS,Madison Square Garden Sports Corp.,S&P SmallCap 600,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
MSI,MSI,Motorola Solutions,S&P 500,Information Technology,Communications Equipment,Communications Equipment,2026-07-15
MSM,MSM,MSC Industrial Direct,S&P MidCap 400,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,2026-07-15
MTB,MTB,M&T Bank,S&P 500,Financials,Banks,Regional Banks,2026-07-15
MTCH,MTCH,Match Group,S&P SmallCap 600,Communication Services,Interactive Media & Services,Interactive Media & Services,2026-07-15
MTD,MTD,Mettler Toledo,S&P 500,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,2026-07-15
MTDR,MTDR,Matador Resources,S&P MidCap 400,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
MTG,MTG,MGIC Investment Corporation,S&P MidCap 400,Financials,Insurance,Reinsurance,2026-07-15
MTH,MTH,Meritage Homes Corporation,S&P SmallCap 600,Consumer Discretionary,Household Durables,Homebuilding,2026-07-15
MTN,MTN,Vail Resorts,S&P MidCap 400,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
MTRN,MTRN,Materion Corp.,S&P SmallCap 600,Materials,Metals & Mining,Diversified Metals & Mining,2026-07-15
MTSI,MTSI,MACOM Technology Solutions,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
MTUS,MTUS,Metallus Inc,S&P SmallCap 600,Materials,Metals & Mining,Steel,2026-07-15
MTX,MTX,Minerals Technologies,S&P SmallCap 600,Materials,Chemicals,Specialty Chemicals,2026-07-15
MTZ,MTZ,MasTec,S&P MidCap 400,Industrials,Construction & Engineering,Construction & Engineering,2026-07-15
MU,MU,Micron Technology,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
MUR,MUR,Murphy Oil,S&P MidCap 400,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
MUSA,MUSA,Murphy USA,S&P MidCap 400,Consumer Discretionary,Specialty Retail,Automotive Retail,2026-07-15
MWA,MWA,Mueller Water Products,S&P SmallCap 600,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
MXL,MXL,"MaxLinear, Inc.",S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
MYRG,MYRG,"MYR Group, Inc.",S&P SmallCap 600,Industrials,Construction & Engineering,Construction & Engineering,2026-07-15
MZTI,MZTI,The Marzetti Company,S&P MidCap 400,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
NABL,NABL,"N-able, Inc.",S&P SmallCap 600,Information Technology,Software,Systems Software,2026-07-15
NATL,NATL,NCR Atleos,S&P SmallCap 600,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
NAVI,NAVI,Navient,S&P SmallCap 600,Financials,Consumer Finance,Consumer Finance,2026-07-15
NBHC,NBHC,National Bank Holdings Corporation,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
NBIX,NBIX,Neurocrine Biosciences,S&P MidCap 400,Health Care,Biotechnology,Biotechnology,2026-07-15
NBTB,NBTB,"NBT Bancorp, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
NCLH,NCLH,Norwegian Cruise Line Holdings,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
NDAQ,NDAQ,"Nasdaq, Inc.",S&P 500,Financials,Capital Markets,Financial Exchanges & Data,2026-07-15
NDSN,NDSN,Nordson Corporation,S&P 500,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
NE,NE,Noble Corporation,S&P SmallCap 600,Energy,Energy Equipment & Services,Oil & Gas Drilling,2026-07-15
NEE,NEE,NextEra Energy,S&P 500,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
NEM,NEM,Newmont,S&P 500,Materials,Metals & Mining,Gold,2026-07-15
NEO,NEO,"NeoGenomics Laboratories, Inc.",S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
NEOG,NEOG,Neogen,S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2026-07-15
NEU,NEU,NewMarket Corporation,S&P MidCap 400,Materials,Chemicals,Specialty Chemicals,2026-07-15
NFG,NFG,National Fuel Gas,S&P MidCap 400,Utilities,Gas Utilities,Gas Utilities,2026-07-15
NFLX,NFLX,Netflix,S&P 500,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
NGVT,NGVT,"Ingevity, Corp.",S&P SmallCap 600,Materials,Chemicals,Specialty Chemicals,2026-07-15
NHC,NHC,"National Healthcare, Corp.",S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Facilities,2026-07-15
NHI,NHI,"National Health Investors, Inc.",S&P SmallCap 600,Real Estate,Health Care REITs,Health Care REITs,2026-07-15
NI,NI,NiSource,S&P 500,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
NIC,NIC,Nicolet Bankshares,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
NJR,NJR,New Jersey Resources,S&P MidCap 400,Utilities,Gas Utilities,Gas Utilities,2026-07-15
NKE,NKE,"Nike, Inc.",S&P 500,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
NLY,NLY,Annaly Capital Management,S&P MidCap 400,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,2026-07-15
NMIH,NMIH,"NMI Holdings, Inc.",S&P SmallCap 600,Financials,Financial Services,Commercial & Residential Mortgage Finance,2026-07-15
NNN,NNN,NNN Reit,S&P MidCap 400,Real Estate,Retail REITs,Retail REITs,2026-07-15
NOC,NOC,Northrop Grumman,S&P 500,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
NOG,NOG,"Northern Oil and Gas, Inc.",S&P SmallCap 600,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
NOV,NOV,NOV Inc.,S&P MidCap 400,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
NOVT,NOVT,Novanta,S&P MidCap 400,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
NOW,NOW,ServiceNow,S&P 500,Information Technology,Software,Systems Software,2026-07-15
NPK,NPK,"National Presto Industries, Inc.",S&P SmallCap 600,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
NPO,NPO,"EnPro Industries, Inc.",S&P SmallCap 600,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
NRG,NRG,NRG Energy,S&P 500,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders,2026-07-15
NSA,NSA,National Storage Affiliates Trust,S&P MidCap 400,Real Estate,Specialized REITs,Self-Storage REITs,2026-07-15
NSC,NSC,Norfolk Southern,S&P 500,Industrials,Ground Transportation,Rail Transportation,2026-07-15
NSIT,NSIT,"Insight Enterprises, Inc.",S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,2026-07-15
NSP,NSP,Insperity,S&P SmallCap 600,Industrials,Professional Services,Human Resource & Employment Services,2026-07-15
NSSC,NSSC,Napco Security Technologies,S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
NTAP,NTAP,NetApp,S&P 500,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",2026-07-15
NTCT,NTCT,"NETSCOUT Systems, Inc.",S&P SmallCap 600,Information Technology,Communications Equipment,Communications Equipment,2026-07-15
NTNX,NTNX,Nutanix,S&P MidCap 400,Information Technology,Software,Systems Software,2026-07-15
NTRS,NTRS,Northern Trust,S&P 500,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
NTST,NTST,NETSTREIT Corp.,S&P SmallCap 600,Real Estate,Retail REITs,Retail REITs,2026-07-15
NUE,NUE,Nucor,S&P 500,Materials,Metals & Mining,Steel,2026-07-15
NVDA,NVDA,Nvidia,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
NVR,NVR,"NVR, Inc.",S&P 500,Consumer Discretionary,Household Durables,Homebuilding,2026-07-15
NVST,NVST,Envista Holdings,S&P MidCap 400,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2026-07-15
NVT,NVT,nVent Electric plc,S&P MidCap 400,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
NWBI,NWBI,"Northwest Bancshares, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
NWE,NWE,NorthWestern Energy,S&P MidCap 400,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
NWL,NWL,Newell Brands,S&P SmallCap 600,Consumer Discretionary,Household Durables,Housewares & Specialties,2026-07-15
NWN,NWN,NW Natural,S&P SmallCap 600,Utilities,Gas Utilities,Gas Utilities,2026-07-15
NWS,NWS,News Corp (Class B),S&P 500,Communication Services,Media,Publishing,2026-07-15
NWSA,NWSA,News Corp (Class A),S&P 500,Communication Services,Media,Publishing,2026-07-15
NX,NX,Quanex Building Products Corporation,S&P SmallCap 600,Industrials,Building Products,Building Products,2026-07-15
NXPI,NXPI,NXP Semiconductors,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
NXRT,NXRT,"NexPoint Residential Trust, Inc.",S&P SmallCap 600,Real Estate,Residential REITs,Multi-Family Residential REITs,2026-07-15
NXST,NXST,Nexstar Media Group,S&P MidCap 400,Communication Services,Media,Broadcasting,2026-07-15
NXT,NXT,Nextpower,S&P MidCap 400,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
NYT,NYT,New York Times Company,S&P MidCap 400,Communication Services,Media,Publishing,2026-07-15
O,O,Realty Income,S&P 500,Real Estate,Retail REITs,Retail REITs,2026-07-15
OC,OC,Owens Corning,S&P MidCap 400,Industrials,Building Products,Building Products,2026-07-15
ODFL,ODFL,Old Dominion,S&P 500,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
OFG,OFG,OFG Bancorp,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
OGE,OGE,OGE Energy,S&P MidCap 400,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
OGN,OGN,Organon & Co.,S&P SmallCap 600,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
OGS,OGS,One Gas,S&P MidCap 400,Utilities,Gas Utilities,Gas Utilities,2026-07-15
OHI,OHI,Omega Healthcare Investors,S&P MidCap 400,Real Estate,Health Care REITs,Health Care REITs,2026-07-15
OI,OI,"O-I Glass, Inc.",S&P SmallCap 600,Materials,Containers & Packaging,"Metal, Glass & Plastic Containers",2026-07-15
OII,OII,"Oceaneering International, Inc.",S&P SmallCap 600,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
OKE,OKE,Oneok,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,2026-07-15
OKTA,OKTA,"Okta, Inc.",S&P MidCap 400,Information Technology,Software,Application Software,2026-07-15
OLED,OLED,Universal Display,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
OLLI,OLLI,Ollie's Bargain Outlet,S&P MidCap 400,Consumer Discretionary,Broadline Retail,Broadline Retail,2026-07-15
OLN,OLN,Olin Corporation,S&P MidCap 400,Materials,Chemicals,Diversified Chemicals,2026-07-15
OMC,OMC,Omnicom Group,S&P 500,Communication Services,Media,Advertising,2026-07-15
OMCL,OMCL,Omnicell,S&P SmallCap 600,Health Care,Health Care Technology,Health Care Technology,2026-07-15
ON,ON,ON Semiconductor,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
ONB,ONB,Old National Bank,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
ONTO,ONTO,Onto Innovation,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
OPCH,OPCH,Option Care Health,S&P MidCap 400,Health Care,Health Care Providers & Services,Health Care Facilities,2026-07-15
OPLN,OPLN,"OPENLANE, Inc.",S&P SmallCap 600,Industrials,Commercial Services & Supplies,Diversified Support Services,2026-07-15
ORA,ORA,Ormat Technologies,S&P MidCap 400,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity,2026-07-15
ORCL,ORCL,Oracle Corporation,S&P 500,Information Technology,Software,Application Software,2026-07-15
ORI,ORI,Old Republic International,S&P MidCap 400,Financials,Insurance,Property & Casualty Insurance,2026-07-15
ORLY,ORLY,O’Reilly Automotive,S&P 500,Consumer Discretionary,Specialty Retail,Automotive Retail,2026-07-15
OSIS,OSIS,"OSI Systems, Inc.",S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
OSK,OSK,Oshkosh,S&P MidCap 400,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,2026-07-15
OSW,OSW,OneSpaWorld Holdings Limited,S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities,2026-07-15
OTIS,OTIS,Otis Worldwide,S&P 500,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
OTTR,OTTR,Otter Tail Corporation,S&P SmallCap 600,Utilities,Electric Utilities,Electric Utilities,2026-07-15
OUT,OUT,Outfront Media,S&P SmallCap 600,Real Estate,Specialized REITs,Other Specialized REITs,2026-07-15
OVV,OVV,Ovintiv,S&P MidCap 400,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
OXY,OXY,Occidental Petroleum,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
OZK,OZK,Bank OZK,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
P,P,Everpure,S&P MidCap 400,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",2026-07-15
PAG,PAG,Penske Automotive Group,S&P MidCap 400,Consumer Discretionary,Specialty Retail,Automotive Retail,2026-07-15
PAHC,PAHC,Phibro Animal Health,S&P SmallCap 600,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
PANW,PANW,Palo Alto Networks,S&P 500,Information Technology,Software,Systems Software,2026-07-15
PARR,PARR,"Par Pacific Holdings, Inc.",S&P SmallCap 600,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2026-07-15
PATH,PATH,UiPath,S&P MidCap 400,Information Technology,Software,Systems Software,2026-07-15
PATK,PATK,"Patrick Industries, Inc.",S&P SmallCap 600,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment,2026-07-15
PAYC,PAYC,Paycom,S&P SmallCap 600,Industrials,Professional Services,Human Resource & Employment Services,2026-07-15
PAYO,PAYO,Payoneer Global Inc.,S&P SmallCap 600,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
PAYX,PAYX,Paychex,S&P 500,Industrials,Professional Services,Human Resource & Employment Services,2026-07-15
PB,PB,Prosperity Bancshares,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
PBF,PBF,PBF Energy,S&P MidCap 400,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2026-07-15
PBH,PBH,Prestige Consumer Healthcare,S&P SmallCap 600,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
PBI,PBI,"Pitney Bowes, Inc.",S&P SmallCap 600,Industrials,Commercial Services & Supplies,Office Services & Supplies,2026-07-15
PCAR,PCAR,Paccar,S&P 500,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,2026-07-15
PCG,PCG,PG&E Corporation,S&P 500,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
PCRX,PCRX,"Pacira BioSciences, Inc.",S&P SmallCap 600,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
PCTY,PCTY,Paylocity,S&P MidCap 400,Industrials,Professional Services,Human Resource & Employment Services,2026-07-15
PDFS,PDFS,"PDF Solutions, Inc.",S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
PEB,PEB,Pebblebrook Hotel Trust,S&P SmallCap 600,Real Estate,Hotel & Resort REITs,Hotel & Resort REITs,2026-07-15
PECO,PECO,Phillips Edison & Company,S&P SmallCap 600,Real Estate,Retail REITs,Retail REITs,2026-07-15
PEG,PEG,Public Service Enterprise Group,S&P 500,Utilities,Electric Utilities,Electric Utilities,2026-07-15
PEGA,PEGA,Pegasystems,S&P MidCap 400,Information Technology,Software,Application Software,2026-07-15
PEN,PEN,"Penumbra, Inc.",S&P MidCap 400,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
PENG,PENG,"Penguin Solutions, Inc.",S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
PENN,PENN,Penn Entertainment,S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,2026-07-15
PEP,PEP,PepsiCo,S&P 500,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages,2026-07-15
PFBC,PFBC,Preferred Bank,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
PFE,PFE,Pfizer,S&P 500,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
PFG,PFG,Principal Financial Group,S&P 500,Financials,Insurance,Life & Health Insurance,2026-07-15
PFGC,PFGC,Performance Food Group,S&P MidCap 400,Consumer Staples,Consumer Staples Distribution & Retail,Food Distributors,2026-07-15
